,Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
638,639,Steven Vitória,DF,Canada,35,1.pt Chaves,1987,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
639,640,Dušan Vlahović,FW,Serbia,22,1.it Juventus,2000,2,1,79,0.9,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,0,1,3,1.14,0.0,1.14,1.14,1.14,0.92,0.0,0.92,0.92,0.92,Matches
640,641,Nikola Vlašić,"FW,MF",Croatia,24,1.it Torino,1997,6,1,209,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,4,4,18,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches
641,642,Mohammed Waad,"MF,DF",Qatar,22,1.qa Al Sadd,1999,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
642,643,Kyle Walker,DF,England,32,1.eng Manchester City,1990,3,3,236,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
643,644,Danny Ward,GK,Wales,28,1.eng Leicester City,1993,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
644,645,Kendall Waston,DF,Costa Rica,34,1.cr Saprissa,1988,3,2,225,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
645,646,Timothy Weah,FW,United States,22,1.fr Lille,2000,4,4,316,3.5,1,0,1,1,0,0,0,0,0.6,0.6,0.4,1.1,5,5,27,0.28,0.0,0.28,0.28,0.28,0.18,0.12,0.31,0.18,0.31,Matches
646,647,Wout Weghorst,FW,Netherlands,29,1.tr Beşiktaş,1992,4,0,64,0.7,2,0,2,2,0,0,1,0,0.2,0.2,0.0,0.2,0,3,1,2.81,0.0,2.81,2.81,2.81,0.52,0.08,0.6,0.52,0.6,Matches
647,648,Wéverton,GK,Brazil,34,1.br Palmeiras,1987,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
648,649,Silvan Widmer,DF,Switzerland,29,1.de Mainz 05,1993,3,3,265,2.9,0,1,1,0,0,0,1,0,0.0,0.0,0.8,0.9,5,14,15,0.0,0.34,0.34,0.0,0.34,0.01,0.29,0.3,0.01,0.3,Matches
649,650,Iñaki Williams,FW,Ghana,27,1.es Athletic Club,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,2,1,7,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,Matches
650,651,Neco Williams,DF,Wales,21,1.eng Nott'ham Forest,2001,3,3,204,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,5,11,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Matches
651,652,Nico Williams,FW,Spain,19,1.es Athletic Club,2002,4,1,146,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,4,25,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
652,653,Callum Wilson,FW,England,30,1.eng Newcastle Utd,1992,2,0,48,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,2,3,6,0.0,1.87,1.87,0.0,1.87,0.0,1.7,1.7,0.0,1.7,Matches
653,654,Harry Wilson,"MF,FW",Wales,25,1.eng Fulham,1997,3,2,160,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,2,3,6,0.0,0.0,0.0,0.0,0.0,0.05,0.28,0.33,0.05,0.33,Matches
654,655,Roan Wilson,MF,Costa Rica,20,1.cr Municipal Grecia,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
655,656,Axel Witsel,MF,Belgium,33,1.es Atlético Madrid,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,16,3,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,Matches
656,657,Jeong Woo-yeong,MF,Korea Republic,22,1.de Freiburg,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,7,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
657,658,Jung Woo-young,MF,Korea Republic,32,1.qa Al Sadd,1989,4,4,303,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,1,24,1,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches
658,659,Christopher Wooh,DF,Cameroon,20,1.fr Rennes,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
659,660,David Wotherspoon,MF,Canada,32,1.sct St Johnstone,1990,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
660,661,Bailey Wright,DF,Australia,29,2.eng Sunderland,1992,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
661,662,Haji Wright,FW,United States,24,1.tr Antalyaspor,1998,4,1,137,1.5,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.6,4,2,7,0.66,0.0,0.66,0.66,0.66,0.35,0.02,0.37,0.35,0.37,Matches
662,663,Granit Xhaka,MF,Switzerland,29,1.eng Arsenal,1992,4,4,360,4.0,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,9,30,4,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches
663,664,Miki Yamane,"DF,MF",Japan,28,1.jp Kawa Frontale,1993,1,1,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
664,665,Jawad El Yamiq,DF,Morocco,30,1.es Valladolid,1992,6,3,309,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
665,666,Taha Yassine Khenissi,FW,Tunisia,30,1.kw Kuwait SC,1992,2,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.06,0.45,0.51,0.06,0.51,Matches
666,667,DeAndre Yedlin,DF,United States,28,1.us Inter Miami,1993,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
667,668,Maya Yoshida,DF,Japan,33,1.de Schalke 04,1988,4,4,390,4.3,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,2,7,0,0.0,0.23,0.23,0.0,0.23,0.0,0.09,0.09,0.0,0.09,Matches
668,669,Kim Young-gwon,DF,Korea Republic,32,1.kr Ulsan Hyundai,1990,4,4,350,3.9,1,0,1,1,0,0,1,0,0.8,0.8,0.2,0.9,1,19,0,0.26,0.0,0.26,0.26,0.26,0.19,0.05,0.24,0.19,0.24,Matches
669,670,Cho Yumin,FW,Korea Republic,25,2.kr Daejeon Citizen FC,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
670,671,Denis Zakaria,MF,Switzerland,25,1.eng Chelsea,1996,2,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
671,672,Nicola Zalewski,MF,Poland,20,1.it Roma,2002,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
672,673,Andre-Frank Zambo Anguissa,MF,Cameroon,26,1.it Napoli,1995,3,3,260,2.9,0,1,1,0,0,0,0,0,0.1,0.1,0.0,0.1,5,11,9,0.0,0.35,0.35,0.0,0.35,0.02,0.0,0.02,0.02,0.02,Matches
673,674,Álvaro Zamora,MF,Costa Rica,20,1.cr Saprissa,2002,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
674,675,Anass Zaroury,FW,Morocco,21,2.eng Burnley,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
675,676,Piotr Zieliński,"MF,FW",Poland,28,1.it Napoli,1994,4,4,328,3.6,1,0,1,1,0,0,0,0,0.6,0.6,0.4,1.0,9,20,4,0.27,0.0,0.27,0.27,0.27,0.16,0.11,0.26,0.16,0.26,Matches
676,677,Walker Zimmerman,DF,United States,29,1.us Nashville,1993,4,3,279,3.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
677,678,Andrija Živković,DF,Serbia,25,1.gr PAOK,1996,3,3,210,2.3,0,2,2,0,0,0,0,0,0.1,0.1,1.1,1.2,10,9,13,0.0,0.86,0.86,0.0,0.86,0.03,0.48,0.5,0.03,0.5,Matches
678,679,Hakim Ziyech,FW,Morocco,29,1.eng Chelsea,1993,7,7,635,7.1,1,1,2,1,0,0,0,0,0.4,0.4,0.7,1.1,20,28,31,0.14,0.14,0.28,0.14,0.28,0.06,0.1,0.16,0.06,0.16,Matches
679,680,Filip Đuričić,"MF,FW",Serbia,30,1.it Sampdoria,1992,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches
